fname,aff/tps/homo,t1(A11/H11),t2(A12/H12),t3(A13/H13),t4(A21/H21),t5(A22/H22),t6(A23/H23),t7(H31),t8(H32),t9(H33),t10,t11,t12,t13,t14,t15,t16,t17,t18
tokyoTimeMachine/images/8v/8VHS6ThhmAuUMJOvFu_86g/_201306/8VHS6ThhmAuUMJOvFu_86g__201306_35.651761_139.700895_330_012.jpg,2,0.29086854336740553,-0.6215150427022693,267.38162976745184,-0.084774447857944,0.3472694322182397,83.55301721746937,-0.00024453777778210225,-0.0012303522349560708,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/2m/2mjh8GeD4Hsd0WUv1PXnZw/_201306/2mjh8GeD4Hsd0WUv1PXnZw__201306_35.657017_139.686372_240_012.jpg,2,23.53366033426784,11.974777921134336,-6148.97165991909,5.150820839079984,20.23105100028198,-3170.7879165369336,0.018978659666918942,0.021160519642301288,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/aw/AwM_eQj3W7RyQyL-6hGQog/_201306/AwM_eQj3W7RyQyL-6hGQog__201306_35.652999_139.684109_270_012.jpg,2,0.3991986404641677,0.060276254458627374,215.4976111104036,0.10592029506444177,1.1122238674775988,-91.30445459519206,-0.0003332039749087036,0.0004527544861925834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/_2/_2Oayi2l_fNZ8JwBdZ24Wg/_200910/_2Oayi2l_fNZ8JwBdZ24Wg__200910_35.650439_139.687169_180_012.jpg,2,5.897077941466966,0.7131412244073061,-927.1193307884213,1.8218163297180825,3.228102935839674,-616.4001626173127,0.005674953718378062,0.0010634437201696204,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/e2/E2jMIUQ6nvA7G539Oyrekw/_201503/E2jMIUQ6nvA7G539Oyrekw__201503_35.657363_139.689351_120_012.jpg,2,2.7401756678149933,-0.6138792944956304,-260.0465292910323,0.2955964748893141,0.8041072919398127,38.76134524444535,0.0022698777242300253,-0.0014583728913683575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/6h/6H7-bSKxHwfzsYs4Qez2Mw/_201306/6H7-bSKxHwfzsYs4Qez2Mw__201306_35.651287_139.680621_150_012.jpg,2,0.7474095711312044,0.5631718897031589,-100.18337420513984,0.07928135128840744,1.2285353220318065,-85.93601899113024,-0.00042208455711121375,0.00047525354776773896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/2d/2dlJDZ0ZFbKz2t5wl5_hsw/_201307/2dlJDZ0ZFbKz2t5wl5_hsw__201307_35.653995_139.684021_180_012.jpg,2,0.020063157423361618,-0.16889066414184084,246.79033942516674,-0.3028921429862341,0.4911286663905474,129.68066877457642,-0.000977655269329344,-0.00016166530457310336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/fj/fjs-abQ_i85AmbYcZs3wrg/_201407/fjs-abQ_i85AmbYcZs3wrg__201407_35.653902_139.687352_060_012.jpg,1,-1.09491023990258,-1.1279993881501698,-1.05672465106046,-0.19027646757049896,0.045412364992384005,-0.0624014436048922,0.955536386018456,0.997343483259896,0.94033193860109,-1.22818298984426,0.00922950705915455,1.1120186745482,-0.974936321130079,0.21184150398844895,0.867479770051879,-1.15335069769721,0.32303102955513,1.23692302778302
tokyoTimeMachine/images/f9/F9N4_ejifbM6o6ofHwAl7w/_201504/F9N4_ejifbM6o6ofHwAl7w__201504_35.655320_139.688808_090_012.jpg,2,3.073312160910433,0.03169180891888829,-533.3261929337084,0.9194217281990243,1.7073051475453365,-332.3763556967084,0.002126505226941924,-0.0006001058621145881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/a9/a9JocAt00EYrdZT5T-vqSw/_201406/a9JocAt00EYrdZT5T-vqSw__201406_35.651845_139.696968_240_012.jpg,2,0.02600088178911142,0.08231147280952078,114.92068400908258,-0.36991832790956175,0.3123314026075148,184.01359115004243,-0.0012970145384337069,-8.85200270165057e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/09/09mhMCz8iHfkbytpXOL9dQ/_200910/09mhMCz8iHfkbytpXOL9dQ__200910_35.650652_139.686866_210_012.jpg,2,1.8276593886462857,-0.5846757641921375,-38.572270742358434,0.35915235322658845,1.011186681222707,-116.69799999999996,0.0010667151868025196,-0.0009039301310043653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/9i/9I7dHoUga5FyT7Bwpy8ADQ/_201406/9I7dHoUga5FyT7Bwpy8ADQ__201406_35.650896_139.694733_030_012.jpg,1,-0.8810595963052851,-0.654333962252932,-0.805568579137052,0.10554727984435,-0.240965395217995,-0.17961896758312298,1.08689069721025,0.726227944764666,1.04099354851791,-1.15798593382384,-0.220164688806379,0.8685617275331791,-0.88679739596235,-0.0673878433747535,0.9916875860790122,-0.869549436708641,-0.280804575846022,1.0869983666784
tokyoTimeMachine/images/-i/-I-_6csZp-2KmmAKpcBN1Q/_201408/-I-_6csZp-2KmmAKpcBN1Q__201408_35.653526_139.686591_060_012.jpg,2,-5.269910231771875,-0.4492516154589071,1189.5706870539616,-2.2085388827689387,-2.6598659488400918,898.3190256956618,-0.006979700496511558,-0.001916050018359729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/aw/aWbHcqhiVvlsALepgEeEYg/_201504/aWbHcqhiVvlsALepgEeEYg__201504_35.654813_139.689286_090_012.jpg,2,1.0329733514930608,0.4357033030100781,-0.7671789073409272,-0.13017130367248192,2.1712055215775448,-118.09718867246444,-0.00042436883612294936,0.0017742115091398784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/8a/8AY06dIjx6yVyRu7v5RHDw/_200909/8AY06dIjx6yVyRu7v5RHDw__200909_35.657141_139.688166_150_012.jpg,2,2.5649734053810915,0.03996317668140478,-365.23351627423455,0.5073607838711299,1.0847980360897176,-5.832229574353762,0.0015421822166415931,-0.00016530519147652046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/09/09mhMCz8iHfkbytpXOL9dQ/_200909/09mhMCz8iHfkbytpXOL9dQ__200909_35.650652_139.686866_270_012.jpg,0,1.1100271940231299,-0.0593530982732773,0.0823075100779533,0.0397300086915493,1.07707166671753,0.21938990056514696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/ek/EKN6HmcHGPivWQPQ0TMw6A/_200910/EKN6HmcHGPivWQPQ0TMw6A__200910_35.650110_139.688070_090_012.jpg,2,0.1496787577826485,-0.09235683454631403,155.41052356058745,-0.36950610372330733,0.5158536851365966,165.06646114919909,-0.0011363443580850992,4.847110031849398e-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/gf/gfqPjhgaKvkNZCVz1koDyA/_200912/gfqPjhgaKvkNZCVz1koDyA__200912_35.651425_139.698984_030_012.jpg,2,1.164530703653445,-0.5438462919233067,61.504706425985404,0.4776742669291193,0.4831701002170145,-79.55402292995824,0.0010967864588828835,-0.0016895620555698345,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/cf/CfB3x76sM-N0d7m1X5_rYw/_201406/CfB3x76sM-N0d7m1X5_rYw__201406_35.650047_139.690199_000_012.jpg,2,0.38115423064869175,0.0015353527705235792,69.72574370259463,-0.40959473875400937,0.39915098526158505,215.3451698269086,-0.0007900207700941293,-0.00035243824163786776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/eb/ebzERJSdfgD6qGSkUXPYww/_201306/ebzERJSdfgD6qGSkUXPYww__201306_35.651014_139.682353_180_012.jpg,2,1.7684430830420237,1.4935472120015651,-380.28033486225127,-0.29926479685115964,3.073562317764842,-229.88222086795585,-7.503241858694651e-05,0.002862305393017228,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/gc/GcBIaiVx0JXGT_EUe-pAlg/_201407/GcBIaiVx0JXGT_EUe-pAlg__201407_35.650109_139.699891_090_012.jpg,2,0.2620821858439666,0.1282710559557706,85.75880816632798,-0.12947497145501835,0.7812990765081615,-7.701247823565836,-0.0009796334862054831,5.76115530368083e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/3d/3dtSuUE0J7CjWjLsLvmj-A/_201406/3dtSuUE0J7CjWjLsLvmj-A__201406_35.651317_139.694639_120_012.jpg,2,0.2311355992465609,-0.3088817619780086,248.4349604388882,-0.13434372218206403,0.6306002421726608,28.706732773953807,-0.0004691059960602327,-0.000638764091697896,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/d2/d2d0VVU7pp0FtqYdoAWHmg/_201507/d2d0VVU7pp0FtqYdoAWHmg__201507_35.655512_139.689389_000_012.jpg,2,37.43275707986579,-3.1465705120098324,-5750.352404077139,9.451357799866695,17.925783654129702,-4297.287528138156,0.041537041252497284,0.002989815447133849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/ev/EVELiUwxAN1u8aZx39w8Hg/_201507/EVELiUwxAN1u8aZx39w8Hg__201507_35.652067_139.687096_270_012.jpg,0,0.9671149849891659,0.10852900892496099,0.0214120484888554,-0.130043089389801,1.04382181167603,-0.18349626660347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/cz/CZ3UHom1ck-p9qO8Djlqxg/_201407/CZ3UHom1ck-p9qO8Djlqxg__201407_35.656581_139.680881_150_012.jpg,0,1.1620155572891202,0.261275589466095,-0.0269488263875246,-0.120019860565662,0.9991421103477479,-0.0940742641687393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/4g/4gP3jLtU15BphTZ1owxpNA/_200910/4gP3jLtU15BphTZ1owxpNA__200910_35.650833_139.686619_240_012.jpg,2,0.16836300326977385,-0.42795804751820576,263.38239260749555,-0.07234968973372569,0.11016893167904483,144.65738775035254,-0.0006243379040115117,-0.0008286097319660031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/-a/-aXkDxr64-KeOd72a0dGTQ/_201306/-aXkDxr64-KeOd72a0dGTQ__201306_35.650493_139.688850_300_012.jpg,0,1.13051521778107,0.19938419759273496,0.134479135274887,-0.14969809353351599,0.9835750460624691,-0.0519966259598732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/aa/AaU2X4B-YSCwjrCJGrfHiA/_201503/AaU2X4B-YSCwjrCJGrfHiA__201503_35.652732_139.682526_090_012.jpg,2,0.6277125377841142,-0.7078029786618703,202.49048769907557,-0.00781795459709711,0.10770279481936336,129.72422383342615,0.00024977105754201627,-0.001603974303360797,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/2t/2tW23BApazyI3XIaKTp2YQ/_201306/2tW23BApazyI3XIaKTp2YQ__201306_35.656603_139.685641_090_012.jpg,0,0.794494092464447,-0.0961514189839363,-0.20785151422023798,0.0935925841331482,0.7551943063735959,-0.0224236138164997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/b4/B4WpCHXWQ5SoSkZdmUITWg/_201407/B4WpCHXWQ5SoSkZdmUITWg__201407_35.653579_139.687551_150_012.jpg,2,-2.4488650570761035,-1.0742261972129583,693.8326748804262,-1.1661639438038198,-2.036775208305289,603.8846343151656,-0.003707471444376265,-0.0030186402267779085,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/aw/aWbHcqhiVvlsALepgEeEYg/_201504/aWbHcqhiVvlsALepgEeEYg__201504_35.654813_139.689286_120_012.jpg,2,1.0914440519091395,-0.6031864953233166,82.5318652062997,0.00829313783050556,0.6061066374458446,4.808035388913503,0.000536586764924214,-0.001397605647109633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/eu/Eu1KXbf5z4IUZ3k8i-O-CQ/_201306/Eu1KXbf5z4IUZ3k8i-O-CQ__201306_35.650662_139.699873_060_012.jpg,2,0.7356419206513876,-0.1345571434590063,4.070563975057978,-0.05941190627483894,0.4841004528814669,75.53714499420764,-0.00021310880293741384,-0.0008426959807419859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/_b/_bKP-7hjyVbtZ_qYO5TkDA/_201407/_bKP-7hjyVbtZ_qYO5TkDA__201407_35.654686_139.688541_120_012.jpg,0,1.0937176942825302,-0.0789530724287033,-0.11250816285610199,-0.0283342003822327,0.9161990284919742,-0.16193650662898998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/ad/advF_hsCQ_Gv-ypW5Zz7FA/_201407/advF_hsCQ_Gv-ypW5Zz7FA__201407_35.657053_139.685351_060_012.jpg,0,0.882891595363617,-0.0229989588260651,0.16395828127860998,-0.10706278681755099,1.13202106952667,0.0493934340775013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/dl/DLh41t6bNkSxnqSJVeqxFw/_200912/DLh41t6bNkSxnqSJVeqxFw__200912_35.651077_139.695390_240_012.jpg,2,0.9974195882824536,0.12159423930336165,-47.94418487817506,-0.09452742790157696,0.9543445951603562,10.411906556139613,-0.0004899761964569675,0.0006415892154400206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/_h/_hOA2wM77drMz9bycLqaZQ/_201306/_hOA2wM77drMz9bycLqaZQ__201306_35.650002_139.691356_120_012.jpg,2,1.5511873027912042,0.354123788519796,-75.67211334190236,0.13235862637745566,1.5417490479364249,9.43431405396812,0.001024933450661418,0.00042770759773157137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/fj/fjs-abQ_i85AmbYcZs3wrg/_200909/fjs-abQ_i85AmbYcZs3wrg__200909_35.653902_139.687352_000_012.jpg,2,1.009988770670759,-0.6706491352908612,111.40390454442593,0.17842915754041128,0.25852244551431125,60.179368146343975,0.0006777478249336021,-0.0015135994675403892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/fb/fBiQzO8Ee2rIfgkMBOmLqA/_201407/fBiQzO8Ee2rIfgkMBOmLqA__201407_35.651595_139.690093_330_012.jpg,2,0.8655158797442335,0.7331892876812786,-135.13666404520592,0.2054315266825034,1.415164506357713,-152.63706628475882,-0.0008603958181516348,0.001366802790784993,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/_b/_bKP-7hjyVbtZ_qYO5TkDA/_201407/_bKP-7hjyVbtZ_qYO5TkDA__201407_35.654686_139.688541_120_012.jpg,2,0.8712475854932146,-0.41639756329682026,128.49823839366408,-0.15970783911107833,0.6832775825386479,92.76226109188379,1.0949723324619501e-05,-0.0007330746971566306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/go/GOu7BPM8x58lQDa88Fn_Sg/_200912/GOu7BPM8x58lQDa88Fn_Sg__200912_35.650148_139.696497_060_012.jpg,2,1.3185963652374075,0.2639926389966744,-22.29214462960917,0.4150503023269031,1.6777843144798703,-180.828183409528,0.0004263995845008084,0.0009754291246946988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/ba/BAzIX5jtACXuKDUAeTd_Fw/_200909/BAzIX5jtACXuKDUAeTd_Fw__200909_35.656118_139.687135_240_012.jpg,2,0.8585092240911709,0.7738628142521418,-129.7416603364134,-0.4929652740097685,1.8302025682763885,28.07411828540152,-0.0009915897992403648,0.0020071441490324186,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/a8/A8hb_DXNezZf6VrqmFJtKg/_200909/A8hb_DXNezZf6VrqmFJtKg__200909_35.656011_139.685563_090_012.jpg,1,-0.898726104065571,-1.1563790762338402,-0.568757783734528,-0.14568755573957998,0.0568424888321484,-0.209681847185367,1.06839153859149,0.766715197693261,1.19318790006745,-1.13423856263879,-0.294681249832348,0.689763170656745,-0.951491105798846,0.2864370596148401,1.2044533817854,-0.812092306209068,-0.0675373430372087,0.628737570758739
tokyoTimeMachine/images/7w/7WkaLDAI_Cr0qoYYneKgBg/_201407/7WkaLDAI_Cr0qoYYneKgBg__201407_35.653270_139.684060_330_012.jpg,2,1.0513122059915856,0.7662168853676619,-110.2322357019068,0.10963653619632716,2.1798468717879422,-203.10020482117386,-4.220216525241947e-05,0.0013954849310135182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/7x/7Xjl9GBLYqk9HA9UjWzx8g/_200910/7Xjl9GBLYqk9HA9UjWzx8g__200910_35.650461_139.684963_270_012.jpg,2,2.5122799621412057,0.408881608911952,-175.58666542248784,-0.041204678810814716,4.221136937255259,-421.0113376568946,0.0009038409839744623,0.0034849742164397893,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/78/78JsJfjjQBR-NJks7-8hdA/_201407/78JsJfjjQBR-NJks7-8hdA__201407_35.656581_139.689729_270_012.jpg,2,0.5932965468815453,-0.3769606037336337,134.12461215976205,-0.1574348151684045,0.2540863746580014,155.47724324716881,-0.00018473215243115736,-0.0009779238051753358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/fz/FzuZOa_CbcYzhe9LArlDHg/_201504/FzuZOa_CbcYzhe9LArlDHg__201504_35.654663_139.688435_240_012.jpg,2,3.6390368998315537,-0.7395721945788011,-259.607340901351,1.5793409002376182,2.2664125237397266,-569.5599465008844,0.002725856697819375,0.0008047491511096892,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/0u/0u1w3MPSv1wkvD-aH-5AXA/_201306/0u1w3MPSv1wkvD-aH-5AXA__201306_35.651392_139.696971_300_012.jpg,0,0.8033149838447571,0.161599606275558,-0.0763017013669014,-0.0612749457359314,1.06922507286072,0.0847477987408638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/bb/BbwEK60ILKO4XqKEiWR_Mg/_200909/BbwEK60ILKO4XqKEiWR_Mg__200909_35.654837_139.687617_150_012.jpg,0,1.2381017208099399,0.126102194190025,-0.0613454021513462,-0.0849658772349358,1.16162633895874,-0.018767612054944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/gf/gfqPjhgaKvkNZCVz1koDyA/_200912/gfqPjhgaKvkNZCVz1koDyA__200912_35.651425_139.698984_120_012.jpg,2,0.4352264209526137,0.0908861868426372,46.3423395734052,-0.3338176212862962,0.7282080875304211,122.86748438935638,-0.0011772666401131493,0.0007171538817783563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/dd/ddTIEWYiO0-8Tnwk1-i6Ng/_201504/ddTIEWYiO0-8Tnwk1-i6Ng__201504_35.656592_139.681270_330_012.jpg,2,10.66389131013767,2.741740514757497,-1785.7878259606146,2.8109836928887573,10.683694099416394,-1754.5182320040506,0.013274496985544993,0.0074332340621292015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tokyoTimeMachine/images/5y/5y-Yl6leZCl2juzd6UJPWg/_201506/5y-Yl6leZCl2juzd6UJPWg__201506_35.655486_139.689683_000_012.jpg,2,0.7400628205781381,1.4918694164204027,-192.40565831040402,-0.3637071571724663,2.0970391105336517,-30.219706002240663,-0.0015145725058595884,0.0032582203879208053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
